Degree Type,Course Title,Institution Name,City Name,Subject,Language,Beginning Semester,Duration,Tuition Fee,Detail Link
Master's degree,Natural Hazards and Risks in Structural Engineering (NHRE),Bauhaus-Universität Weimar,Weimar,Civil Engineering,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3612/
Master's degree,Natural Resources Management and Development (Master of Science),Technische Hochschule Köln (University of Applied Sciences),Köln,"Land Management, Environmental Architecture",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4189/
Master's degree,Neural Engineering (MSc),htw saar - University of Applied Sciences,Saarbrücken,Engineering in general,English,"Winter semester, Summer semester",3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6567/
Master's degree,Neuro-Cognitive Psychology (NCP),Ludwig-Maximilians-Universität München,München,Psychology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3806/
Master's degree,Neurobiology (MSc),University of Tübingen,Tübingen,Biology,"English, German",Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4815/
Master's degree,Neurosciences,University of Bonn,Bonn,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4060/
Master's degree,Neurosciences — International Max Planck Research School (MSc/PhD/MD-PhD),University of Göttingen,Göttingen,Biology,English,Winter semester,2 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3601/
Master's degree,Non-Destructive Testing (MSc),Dresden International University,Dresden,Engineering in general,English,Winter semester,4 semesters,"EUR 5,370",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4743/
Master's degree,North American Studies,Leibniz University Hannover,Hannover,"English Studies, American Studies",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4869/
Master's degree,North American Studies (MA),University of Göttingen,Göttingen,"English Studies, American Studies",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4312/
Master's degree,North American Studies (NAS),University of Bonn,Bonn,"English Studies, American Studies",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7745/
Master's degree,Nutrition and Biomedicine,Technical University of Munich,Freising,Nutritional and Domestic Science,English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4322/
Master's degree,Online Master of Business Administration in International Business Management (Internationale Betriebswirtschaftslehre),Ludwigshafen University of Business and Society,Ludwigshafen am Rhein,Business and Economics,English,"Winter semester, Summer semester",4 semesters,"EUR 2,250",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5636/
Master's degree,Online MSc Wind Energy Systems,University of Kassel,Kassel,Engineering in general,English,Winter semester,7 semesters,"EUR 2,000",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4654/
Master's degree,Operational Excellence (MBA and Eng),Hof University of Applied Sciences,Hof,Engineering in general,English,"Winter semester, Summer semester",4 semesters,"EUR 3,300",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4664/
Master's degree,Operations Research and Business Analytics (ORBA),Otto von Guericke University Magdeburg,Magdeburg,Business and Economics,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4777/
Master's degree,Optical Technologies - Photonics and Laser Technology,Leibniz University Hannover,Hannover,"Physics, Astronomy",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4651/
Master's degree,Organic Agriculture and Food Systems (EUR-Organic),University of Hohenheim,Stuttgart,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4567/
Master's degree,Organic and Molecular Electronics (OME),Dresden University of Technology,Dresden,"Physics, Astronomy",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4388/
Master's degree,Organismic and Molecular Biodiversity,Dresden University of Technology,Zittau,"Mathematics, Natural Sciences in general",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4801/
Master's degree,"Organismic Biology, Evolutionary Biology and Palaeobiology (OEP-Biology)",University of Bonn,Bonn,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7605/
Master's degree,Part-Time Master of Business Administration (Part-Time MBA),ESMT Berlin,Berlin,Business and Economics,English,Winter semester,4 semesters,"EUR 9,875",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7075/
Master's degree,Part-time Master of Finance (MSc),Frankfurt School of Finance & Management,Frankfurt am Main,Mathematics,English,Summer semester,4 semesters,"EUR 8,850",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9067/
Master's degree,Part-Time Master's Programme in Management (MSc),HHL Leipzig Graduate School of Management,Leipzig,Business and Economics,English,Winter semester,4 semesters,"EUR 8,475",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4260/
Master's degree,Part-Time MBA,Frankfurt School of Finance & Management,Frankfurt am Main,Business and Economics,English,Winter semester,4 semesters,"EUR 10,500",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8463/
Master's degree,Part-time MBA in General Management,HHL Leipzig Graduate School of Management,Leipzig,Business and Economics,English,Winter semester,4 semesters,"EUR 9,875",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3652/
Master's degree,Peace and Conflict Studies,Otto von Guericke University Magdeburg,Magdeburg,Social Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3992/
Master's degree,Peace and Security Studies (MA),Universität Hamburg,Hamburg,Social Science,"German, English",Winter semester,"2 semesters, 4 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3648/
Master's degree,Philosophy,University of Konstanz,Konstanz,Philosophy,"English, German","Winter semester, Summer semester",4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8934/
Master's degree,Philosophy & Economics (P&E),University of Bayreuth,Bayreuth,Philosophy,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5398/
Master's degree,Photogrammetry and Geoinformatics,Hochschule für Technik Stuttgart - University of Applied Sciences,Stuttgart,Surveying,English,Winter semester,3 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6963/
Master's degree,Photography (MA),SRH Berlin University of Applied Sciences,Berlin,Fine Arts,English,"Winter semester, Summer semester",4 semesters,"EUR 5,700",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7010/
Master's degree,Photonics (MSc),FH Münster University of Applied Sciences,Steinfurt,"Physics, Astronomy",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9107/
Master's degree,Physics,University of Siegen,Siegen,"Physics, Astronomy",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3781/
Master's degree,Physics,University of Bonn,Bonn,"Physics, Astronomy",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3842/
Master's degree,Physics,RWTH Aachen University,Aachen,"Physics, Astronomy",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4516/
Master's degree,Physics,University of Bayreuth,Bayreuth,"Physics, Astronomy","English, German","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4859/
Master's degree,Physics,Osnabrück University,Osnabrück,"Physics, Astronomy",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6245/
Master's degree,Physics,Brandenburg University of Technology Cottbus-Senftenberg,Cottbus,"Physics, Astronomy",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7160/
Master's degree,Physics (Applied and Engineering Physics),Technical University of Munich,Garching b. München,"Physics, Astronomy",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3620/
Master's degree,Physics (MSc),University of Tübingen,Tübingen,"Physics, Astronomy","English, German","Winter semester, Summer semester",2 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4817/
Master's degree,Physics (MSc),Dresden University of Technology,Dresden,"Physics, Astronomy",English,"Winter semester, Summer semester","4 semesters, 8 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8318/
Master's degree,Physics / IPSP,Leipzig University,Leipzig,"Physics, Astronomy",English,"Winter semester, Summer semester","2 semesters, 4 semesters",none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3858/
Master's degree,PHYSICS International Master of Science,University of Stuttgart,Stuttgart,"Physics, Astronomy",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5213/
Master's degree,Physics of Life,Dresden University of Technology,Dresden,"Physics, Astronomy",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3829/
Master's degree,Physics of the Earth and Atmosphere,University of Cologne,Köln,Earth Sciences (excluding Geography),English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8360/
Master's degree,"Physics, Master of Science",Friedrich Schiller University Jena,Jena,"Physics, Astronomy","English, German","Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5203/
Master's degree,Plant Breeding and Seed Science (PlantBreeding),University of Hohenheim,Stuttgart,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8966/
Master's degree,Plant Nutrition and Protection,University of Hohenheim,Stuttgart,"Agriculture, Forestry and Nutritional Sciences in general",English,Winter semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4566/
Master's degree,Plant Sciences,University of Bonn,Bonn,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4721/
Master's degree,Plant Sciences (Master of Science),Ludwig-Maximilians-Universität München,München,Biology,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5328/
Master's degree,Political Economy of European Integration,Berlin School of Economics and Law,Berlin,"Law, Economics and Social Sciences in general",English,Winter semester,3 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5515/
Master's degree,Political Science – Master of Arts,University of Cologne,Köln,Political Science,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5450/
Master's degree,Polymer Science MSc,University of Bayreuth,Bayreuth,"Mathematics, Natural Sciences in general",English,"Winter semester, Summer semester",4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/9156/
Master's degree,Population-Based Medicine,University of Tübingen,Tübingen,Medicine in general,English,Summer semester,4 semesters,varied,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8295/
Master's degree,Post-Graduate Master of Science in Epidemiology,Humboldt-Universität zu Berlin,Berlin,"Mathematics, Natural Sciences in general",English,Winter semester,"2 semesters, 4 semesters","EUR 2,550",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/8406/
Master's degree,"Postgraduate Programme in Environmental Physics – Atmosphere, Ocean, Ice, Land, Climate – PEP",University of Bremen,Bremen,"Physics, Astronomy",English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3913/
Master's degree,Power Engineering,Brandenburg University of Technology Cottbus-Senftenberg,Cottbus,Engineering in general,English,Winter semester,4 semesters,none,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3883/
